	PV2	PV5	PV6	PV7	PV8	PV9
Cluster-656.0	0	0	0	0	0	37
Cluster-657.0	0	0	0	0	0	16
Cluster-658.0	0	0	0	0	0	25
Cluster-659.0	0	0	0	0	0	32
Cluster-660.0	0	0	0	0	0	23
Cluster-661.0	0	0	0	0	0	14
Cluster-662.0	0	0	0	0	0	16
Cluster-663.0	0	0	0	0	0	30
Cluster-664.0	0	0	0	0	0	38
Cluster-665.0	0	0	0	0	0	36
Cluster-666.0	0	0	0	0	0	32
Cluster-667.0	0	0	0	0	0	23
Cluster-668.0	0	0	0	0	0	18
Cluster-669.0	0	0	0	0	0	16
Cluster-670.0	0	0	0	0	0	28
Cluster-671.0	0	0	0	0	0	13
Cluster-672.0	0	0	0	0	0	31
Cluster-673.0	0	0	0	0	0	14
Cluster-674.0	0	0	0	0	0	28
Cluster-675.0	0	0	0	0	0	29
Cluster-676.0	0	0	0	0	0	13
Cluster-677.0	0	0	0	0	0	27
Cluster-678.0	0	0	0	0	0	14
Cluster-679.0	0	0	0	0	0	29
Cluster-680.0	0	0	0	0	0	28
Cluster-681.0	0	0	0	0	0	36
Cluster-682.0	0	0	0	0	0	13
Cluster-683.0	0	0	0	0	0	19
Cluster-684.0	0	0	0	0	0	18
Cluster-685.0	0	0	0	0	0	26
Cluster-686.0	0	0	0	0	0	26
Cluster-687.0	0	0	0	0	0	37
Cluster-688.0	0	0	0	0	0	13
Cluster-689.0	0	0	0	0	0	11
Cluster-690.0	0	0	0	0	0	55
Cluster-691.0	0	0	0	0	0	48
Cluster-692.0	0	0	0	0	0	36
Cluster-693.0	0	0	0	0	0	25
Cluster-694.0	0	0	0	0	0	17
Cluster-695.0	0	0	0	0	0	67
Cluster-696.0	0	0	0	0	0	15
Cluster-697.0	0	0	0	0	0	21
Cluster-698.0	0	0	0	0	0	15
Cluster-699.0	0	0	0	0	0	40
Cluster-700.0	0	0	0	0	0	32
Cluster-701.0	0	0	0	0	0	34
Cluster-702.0	0	0	0	0	0	65
Cluster-703.0	0	0	0	0	0	18
Cluster-704.0	0	0	0	0	0	42
Cluster-705.0	0	0	0	0	0	42
Cluster-706.0	0	0	0	0	0	24
Cluster-707.0	0	0	0	0	0	51
Cluster-708.0	0	0	0	0	0	35
Cluster-709.0	0	0	0	0	0	200
Cluster-710.0	0	0	0	0	0	28
Cluster-711.0	0	0	0	0	0	45
Cluster-712.0	0	0	0	0	0	41
Cluster-713.0	0	0	0	0	0	27
Cluster-714.0	0	0	0	0	0	30
Cluster-715.0	0	0	0	0	0	17
Cluster-716.0	0	0	0	0	0	14
Cluster-717.0	0	0	0	0	0	10
Cluster-718.0	0	0	0	0	0	23
Cluster-719.0	0	0	0	0	0	37
Cluster-720.0	0	0	0	0	0	24
Cluster-721.0	0	0	0	0	0	33
Cluster-722.0	0	0	0	0	0	24
Cluster-723.0	0	0	0	0	0	24
Cluster-724.0	0	0	0	0	0	32
Cluster-725.0	0	0	0	0	0	13
Cluster-726.0	0	0	0	0	0	45
Cluster-727.0	0	0	0	0	0	33
Cluster-728.0	0	0	0	0	0	41
Cluster-729.0	0	0	0	0	0	37
Cluster-730.0	0	0	0	0	0	27
Cluster-731.0	0	0	0	0	0	16
Cluster-732.0	0	0	0	0	0	24
Cluster-733.0	0	0	0	0	0	23
Cluster-734.0	0	0	0	0	0	36
Cluster-735.0	0	0	0	0	0	21
Cluster-736.0	0	0	0	0	0	34
Cluster-737.0	0	0	0	0	0	17
Cluster-738.0	0	0	0	0	0	11
Cluster-739.0	0	0	0	0	0	14
Cluster-740.0	0	0	0	0	0	19
Cluster-741.0	0	0	0	0	0	29
Cluster-742.0	0	0	0	0	0	18
Cluster-743.0	0	0	0	0	0	26
Cluster-744.0	0	0	0	0	0	13
Cluster-745.0	0	0	0	0	0	23
Cluster-746.0	0	0	0	0	0	26
Cluster-747.0	0	0	0	0	0	31
Cluster-748.0	0	0	0	0	0	21
Cluster-749.0	0	0	0	0	0	28
Cluster-750.0	0	0	0	0	0	28
Cluster-751.0	0	0	0	0	0	28
Cluster-752.0	0	0	0	0	0	37
Cluster-753.0	0	0	0	0	0	10
Cluster-754.0	0	0	0	0	0	21
Cluster-755.0	0	0	0	0	0	16
Cluster-756.0	0	0	0	0	0	31
Cluster-757.0	0	0	0	0	0	33
Cluster-758.0	0	0	0	0	0	34
Cluster-759.0	0	0	0	0	0	15
Cluster-760.0	0	0	0	0	0	58
Cluster-761.0	0	0	0	0	0	11
Cluster-762.0	0	0	0	0	0	25
Cluster-763.0	0	0	0	0	0	46
Cluster-764.0	0	0	0	0	0	30
Cluster-765.0	0	0	0	0	0	443
Cluster-766.0	0	0	0	0	0	19
Cluster-767.0	0	0	0	0	0	12
Cluster-768.0	0	0	0	0	0	11
Cluster-769.0	137	255	236	339	334	260
Cluster-769.1	0	18	0	9	5	0
Cluster-770.0	0	0	0	0	0	25
Cluster-771.0	0	0	0	0	0	27
Cluster-772.0	0	0	0	0	0	15
Cluster-773.0	0	0	0	0	0	33
Cluster-774.0	0	0	0	0	0	17
Cluster-775.0	0	0	0	0	0	44
Cluster-776.0	0	0	0	0	0	42
Cluster-777.0	0	0	0	0	0	26
Cluster-778.0	0	0	0	0	0	31
Cluster-779.0	0	0	0	0	0	22
Cluster-780.0	0	0	0	0	0	20
Cluster-781.0	0	0	0	0	0	101
Cluster-782.0	0	0	0	0	0	14
Cluster-783.0	0	0	0	0	0	25
Cluster-784.0	0	0	0	0	0	30
Cluster-785.0	0	0	0	0	0	47
Cluster-786.0	0	0	0	0	0	27
Cluster-787.0	0	0	0	0	0	33
Cluster-788.0	0	0	0	0	0	36
Cluster-789.0	0	0	0	0	0	17
Cluster-790.0	0	0	0	0	0	18
Cluster-791.0	0	0	0	0	0	24
Cluster-792.0	0	0	0	0	0	43
Cluster-793.0	0	0	0	0	0	24
Cluster-794.0	0	0	0	0	0	28
Cluster-795.0	0	0	0	0	0	18
Cluster-796.0	0	0	0	0	0	24
Cluster-797.0	0	0	0	0	3	30
Cluster-798.0	0	0	0	0	0	16
Cluster-799.0	0	0	0	0	0	19
Cluster-800.0	0	0	0	0	0	45
Cluster-801.0	0	0	0	0	0	19
Cluster-802.0	0	0	0	0	0	13
Cluster-803.0	0	0	0	0	0	20
Cluster-804.0	0	0	0	0	0	18
Cluster-805.0	0	0	0	0	0	31
Cluster-806.0	0	0	0	0	0	12
Cluster-807.0	0	0	0	0	0	19
Cluster-808.0	0	0	0	0	0	26
Cluster-809.0	0	0	0	0	0	94
Cluster-810.0	0	0	0	0	0	17
Cluster-811.0	0	0	0	0	0	10
Cluster-812.0	0	0	0	0	0	12
Cluster-813.0	0	0	0	0	0	13
Cluster-814.0	0	0	0	0	0	39
Cluster-815.0	0	0	0	0	0	27
Cluster-816.0	0	0	0	0	0	32
Cluster-817.0	0	0	0	0	0	13
Cluster-818.0	0	0	0	0	0	32
Cluster-819.0	0	0	0	0	0	28
Cluster-820.0	0	0	0	0	0	30
Cluster-821.0	0	0	0	0	0	26
Cluster-822.0	0	0	0	0	0	43
Cluster-823.0	0	0	0	0	0	27
Cluster-824.0	0	0	0	0	0	17
Cluster-825.0	174	174	158	251	196	106
Cluster-825.1	491	297	605	628	614	646
Cluster-825.2	0	20	0	2	11	12
Cluster-825.3	0	20	0	20	6	0
Cluster-826.0	0	0	0	0	0	27
Cluster-827.0	0	0	0	0	0	35
Cluster-828.0	0	0	0	0	0	24
Cluster-829.0	0	0	0	0	0	22
Cluster-830.0	0	0	0	0	0	36
Cluster-831.0	0	0	0	0	0	21
Cluster-832.0	0	0	0	0	0	22
Cluster-833.0	0	0	0	0	0	35
Cluster-834.0	0	0	0	0	0	24
Cluster-835.0	0	0	0	0	0	28
Cluster-836.0	0	0	0	0	0	36
Cluster-837.0	0	0	0	0	0	23
Cluster-838.0	0	0	0	0	0	32
Cluster-839.0	0	0	0	0	0	98
Cluster-840.0	0	0	0	0	0	30
Cluster-841.0	0	0	0	0	0	19
Cluster-842.0	0	0	0	0	0	36
Cluster-843.0	0	0	0	0	0	23
Cluster-844.0	0	0	0	0	0	18
Cluster-845.0	0	0	0	0	0	39
Cluster-846.0	0	0	0	0	0	28
Cluster-847.0	0	0	0	0	0	40
Cluster-848.0	0	0	0	0	0	60
Cluster-849.0	0	0	0	0	0	27
Cluster-850.0	0	0	0	0	0	17
Cluster-851.0	0	0	0	0	0	29
Cluster-852.0	0	0	0	0	0	25
Cluster-853.0	0	0	0	0	0	29
Cluster-854.0	0	0	0	0	0	11
Cluster-855.0	0	0	0	0	0	19
Cluster-856.0	0	0	0	0	0	43
Cluster-857.0	0	0	0	0	0	10
Cluster-858.0	0	0	0	0	0	11
Cluster-859.0	0	0	0	0	0	27
Cluster-860.0	0	0	0	0	0	47
Cluster-861.0	0	0	0	0	0	17
Cluster-862.0	0	0	0	0	0	32
Cluster-863.0	0	0	0	0	0	14
Cluster-864.0	0	0	0	0	0	35
Cluster-865.0	0	0	0	0	0	36
Cluster-866.0	0	0	0	0	0	24
Cluster-867.0	0	0	0	0	0	14
Cluster-868.0	0	0	0	0	0	26
Cluster-869.0	0	0	0	0	0	37
Cluster-870.0	0	0	0	0	0	45
Cluster-871.0	0	0	0	0	0	25
Cluster-872.0	0	0	0	0	0	27
Cluster-873.0	0	0	0	0	0	24
Cluster-874.0	0	0	0	0	0	27
Cluster-875.0	0	0	0	0	0	63
Cluster-876.0	0	0	0	0	0	24
Cluster-877.0	0	0	0	0	0	37
Cluster-878.0	0	0	0	0	0	29
Cluster-879.0	0	0	0	0	0	14
Cluster-880.0	0	0	0	0	0	60
Cluster-881.0	0	0	0	0	0	90
Cluster-882.0	0	0	0	0	0	21
Cluster-883.0	0	0	0	0	0	35
Cluster-884.0	0	0	0	0	0	18
Cluster-885.0	0	0	0	0	0	27
Cluster-886.0	0	0	0	0	0	27
Cluster-887.0	0	0	0	0	0	16
Cluster-888.0	0	0	0	0	0	31
Cluster-889.0	0	0	0	0	0	26
Cluster-890.0	0	0	0	0	0	30
Cluster-891.0	0	0	0	0	0	19
Cluster-892.0	0	0	0	0	0	98
Cluster-893.0	0	0	0	0	0	71
Cluster-894.0	0	0	0	0	0	34
Cluster-895.0	0	0	0	0	0	41
Cluster-896.0	0	0	0	0	0	32
Cluster-897.0	0	0	0	0	0	23
Cluster-898.0	0	0	0	0	0	17
Cluster-899.0	0	0	0	0	0	293
Cluster-900.0	0	0	0	0	0	20
Cluster-901.0	0	0	0	0	0	33
Cluster-902.0	0	0	0	0	0	41
Cluster-903.0	0	0	0	0	0	22
Cluster-904.0	0	0	0	0	0	13
Cluster-905.0	0	0	0	0	0	27
Cluster-906.0	0	0	0	0	0	38
Cluster-907.0	0	0	0	0	0	23
Cluster-908.0	0	0	0	0	0	21
Cluster-909.0	190	342	513	459	424	248
Cluster-909.1	0	118	67	92	97	50
Cluster-910.0	0	0	0	0	0	27
Cluster-911.0	0	0	0	0	0	22
Cluster-912.0	0	0	0	0	0	37
Cluster-913.0	0	0	0	0	0	40
Cluster-914.0	0	0	0	0	0	31
Cluster-915.0	0	0	0	0	0	143
Cluster-916.0	0	0	0	0	0	20
Cluster-917.0	0	0	0	0	0	32
Cluster-918.0	147	171	220	181	200	339
Cluster-918.1	45	75	67	38	16	14
Cluster-919.0	0	0	0	0	0	46
Cluster-920.0	0	0	0	0	0	35
Cluster-921.0	0	0	0	0	0	19
Cluster-922.0	0	0	0	0	0	58
Cluster-923.0	0	0	0	0	0	54
Cluster-924.0	492	997	1105	1121	869	1098
Cluster-925.0	0	0	0	0	0	15
Cluster-926.0	0	0	0	0	0	34
Cluster-927.0	0	0	0	0	0	38
Cluster-928.0	0	0	0	0	0	167
Cluster-928.1	0	0	0	0	0	209
Cluster-929.0	0	0	0	0	0	26
Cluster-930.0	0	0	0	0	0	414
Cluster-931.0	0	0	0	0	0	22
Cluster-932.0	0	0	0	0	0	238
Cluster-932.1	0	0	0	0	0	107
Cluster-933.0	0	0	0	0	0	28
Cluster-934.0	0	0	0	0	0	37
Cluster-935.0	0	0	0	0	0	51
Cluster-936.0	0	0	0	0	0	10
Cluster-937.0	0	0	0	0	0	100
Cluster-938.0	0	0	0	0	0	43
Cluster-939.0	0	0	0	0	0	47
Cluster-940.0	0	0	0	0	0	30
Cluster-941.0	0	0	0	0	0	35
Cluster-942.0	0	0	0	0	0	63
Cluster-943.0	0	0	0	0	0	42
Cluster-944.0	0	0	0	0	0	51
Cluster-945.0	0	0	0	0	0	40
Cluster-946.0	0	0	0	0	0	47
Cluster-947.0	0	0	0	0	0	42
Cluster-948.0	0	0	0	0	0	31
Cluster-949.0	0	0	0	0	0	27
Cluster-950.0	0	0	0	0	0	27
Cluster-951.0	0	0	0	0	0	21
Cluster-952.0	0	0	0	0	0	20
Cluster-953.0	0	0	0	0	0	18
Cluster-954.0	0	0	0	0	0	17
Cluster-955.0	0	0	0	0	0	14
Cluster-956.0	0	0	0	0	0	10
Cluster-957.0	0	0	0	0	0	47
Cluster-958.0	0	0	0	0	0	40
Cluster-959.0	0	0	0	0	0	35
Cluster-960.0	0	0	0	0	0	31
Cluster-961.0	0	0	0	0	0	30
Cluster-962.0	0	0	0	0	0	30
Cluster-963.0	0	0	0	0	0	22
Cluster-964.0	0	0	0	0	0	16
Cluster-965.0	0	0	0	0	0	11
Cluster-966.0	0	0	0	0	0	35
Cluster-967.0	0	0	0	0	0	31
Cluster-968.0	0	0	0	0	0	26
Cluster-969.0	0	0	0	0	0	30
Cluster-970.0	0	0	0	0	0	13
Cluster-971.0	0	0	0	0	0	11
Cluster-972.0	0	0	0	0	0	49
Cluster-973.0	0	0	0	0	0	27
Cluster-974.0	0	0	0	0	0	23
Cluster-975.0	0	0	0	0	0	21
Cluster-976.0	0	0	0	0	0	19
Cluster-977.0	0	0	0	0	0	13
Cluster-978.0	0	0	0	0	0	31
Cluster-979.0	0	0	0	0	0	35
Cluster-980.0	0	0	0	0	0	33
Cluster-981.0	0	0	0	0	0	18
Cluster-982.0	0	0	0	0	0	38
Cluster-983.0	0	0	0	0	0	38
Cluster-984.0	0	0	0	0	0	47
Cluster-985.0	0	0	0	0	0	17
Cluster-986.0	0	0	0	0	0	14
Cluster-987.0	0	0	0	0	0	22
Cluster-988.0	0	0	0	0	0	33
Cluster-989.0	0	0	0	0	0	15
Cluster-990.0	0	0	0	0	0	20
Cluster-991.0	0	0	0	0	0	18
Cluster-992.0	0	0	0	0	0	21
Cluster-993.0	0	0	0	0	0	17
Cluster-994.0	0	0	0	0	0	15
Cluster-995.0	0	0	0	0	0	33
Cluster-996.0	0	0	0	0	0	15
Cluster-997.0	0	0	0	0	0	29
Cluster-998.0	0	0	0	0	0	22
Cluster-999.0	0	0	0	0	0	17
Cluster-1000.0	0	0	0	0	0	25
Cluster-1001.0	0	0	0	0	0	27
Cluster-1002.0	0	0	0	0	0	23
Cluster-1003.0	0	0	0	0	0	26
Cluster-1004.0	0	0	0	0	0	32
Cluster-1005.0	0	0	0	0	0	21
Cluster-1006.0	0	0	0	0	0	19
Cluster-1007.0	0	0	0	0	0	18
Cluster-1008.0	0	0	0	0	0	50
Cluster-1009.0	0	0	0	0	0	29
Cluster-1010.0	0	0	0	0	0	41
Cluster-1011.0	0	0	0	0	0	11
Cluster-1012.0	0	0	0	0	0	55
Cluster-1013.0	0	0	0	0	0	16
Cluster-1014.0	0	0	0	0	0	32
Cluster-1015.0	0	0	0	0	0	32
Cluster-1016.0	0	0	0	0	0	30
Cluster-1017.0	0	0	0	0	0	27
Cluster-1018.0	0	0	0	0	0	16
Cluster-1019.0	0	0	0	0	0	13
Cluster-1020.0	0	0	0	0	0	57
Cluster-1021.0	0	0	0	0	0	36
Cluster-1022.0	0	0	0	0	0	37
Cluster-1023.0	0	0	0	0	0	38
Cluster-1024.0	0	0	0	0	0	24
Cluster-1025.0	0	0	0	0	0	16
Cluster-1026.0	0	0	0	0	0	46
Cluster-1027.0	0	0	0	0	0	33
Cluster-1028.0	0	0	0	0	0	26
Cluster-1029.0	0	0	0	0	0	11
Cluster-1030.0	0	0	0	0	0	28
Cluster-1031.0	0	0	0	0	0	35
Cluster-1032.0	0	0	0	0	0	33
Cluster-1033.0	0	0	0	0	0	16
Cluster-1034.0	0	0	0	0	0	25
Cluster-1035.0	0	0	0	0	0	12
Cluster-1036.0	0	0	0	0	0	17
Cluster-1037.0	0	0	0	0	0	19
Cluster-1038.0	0	0	0	0	0	29
Cluster-1039.0	0	0	0	0	0	33
Cluster-1040.0	0	0	0	0	0	27
Cluster-1041.0	0	0	0	0	0	24
Cluster-1042.0	0	0	0	0	0	47
Cluster-1043.0	0	0	0	0	0	36
Cluster-1044.0	0	0	0	0	0	18
Cluster-1045.0	0	0	0	0	0	25
Cluster-1046.0	0	0	0	0	0	16
Cluster-1047.0	0	0	0	0	0	18
Cluster-1048.0	0	0	0	0	0	13
Cluster-1049.0	0	0	0	0	0	138
Cluster-1050.0	0	0	0	0	0	14
Cluster-1051.0	0	0	0	0	0	25
Cluster-1052.0	0	0	0	0	0	27
Cluster-1053.0	0	0	0	0	0	34
Cluster-1054.0	0	0	0	0	0	42
Cluster-1055.0	0	0	0	0	0	36
Cluster-1056.0	0	0	0	0	0	26
Cluster-1057.0	0	0	0	0	0	36
Cluster-1058.0	0	0	0	0	0	19
Cluster-1059.0	0	0	0	0	0	46
Cluster-1060.0	0	0	0	0	0	47
Cluster-1061.0	0	0	0	0	0	16
Cluster-1062.0	0	0	0	0	0	25
Cluster-1063.0	0	0	0	0	0	37
Cluster-1064.0	0	0	0	0	0	17
Cluster-1065.0	0	0	0	0	0	23
Cluster-1066.0	0	0	0	0	0	18
Cluster-1067.0	0	0	0	0	0	22
Cluster-1068.0	0	0	0	0	0	21
Cluster-1069.0	0	0	0	0	0	22
Cluster-1070.0	0	0	0	0	0	17
Cluster-1071.0	0	0	0	0	0	36
Cluster-1072.0	0	0	0	0	0	14
Cluster-1073.0	0	0	0	0	0	30
Cluster-1074.0	0	0	0	0	0	31
Cluster-1075.0	0	0	0	0	0	18
Cluster-1076.0	0	0	0	0	0	17
Cluster-1077.0	0	0	0	0	0	24
Cluster-1078.0	0	0	0	0	0	16
Cluster-1079.0	0	0	0	0	0	37
Cluster-1080.0	0	0	0	0	0	21
Cluster-1081.0	0	0	0	0	0	13
Cluster-1082.0	0	0	0	0	0	32
Cluster-1083.0	0	0	0	0	0	29
Cluster-1084.0	0	0	0	0	0	100
Cluster-1085.0	0	0	0	0	0	48
Cluster-1086.0	0	0	0	0	0	67
Cluster-1087.0	0	0	0	0	0	27
Cluster-1088.0	0	0	0	0	0	28
Cluster-1089.0	0	0	0	0	0	20
Cluster-1090.0	0	0	0	0	0	18
Cluster-1091.0	0	0	0	0	0	18
Cluster-1092.0	0	0	0	0	0	46
Cluster-1093.0	0	0	0	0	0	43
Cluster-1094.0	0	0	0	0	0	38
Cluster-1095.0	0	0	0	0	0	21
Cluster-1096.0	0	0	0	0	0	20
Cluster-1097.0	0	0	0	0	0	15
Cluster-1098.0	0	0	0	0	0	20
Cluster-1099.0	0	0	0	0	0	31
Cluster-1100.0	0	0	0	0	0	28
Cluster-1101.0	0	0	0	0	0	30
Cluster-1102.0	0	0	0	0	0	37
Cluster-1103.0	0	0	0	0	0	31
Cluster-1104.0	0	0	0	0	0	27
Cluster-1105.0	0	0	0	0	0	33
Cluster-1106.0	0	0	0	0	0	12
Cluster-1107.0	0	0	0	0	0	10
Cluster-1107.1	0	0	0	7	4	2
Cluster-1108.0	0	0	0	0	0	17
Cluster-1109.0	0	0	0	0	0	10
Cluster-1110.0	0	0	0	0	0	23
Cluster-1111.0	0	0	0	0	0	12
Cluster-1112.0	0	0	0	0	0	29
Cluster-1113.0	0	0	0	0	0	19
Cluster-1114.0	0	0	0	0	0	31
Cluster-1115.0	77	54	36	56	46	84
Cluster-1116.0	0	0	0	0	0	24
Cluster-1117.0	0	0	0	0	0	69
Cluster-1118.0	0	0	0	0	0	14
Cluster-1119.0	81	67	0	42	19	38
Cluster-1120.0	0	0	0	0	0	16
Cluster-1121.0	0	0	0	0	0	28
Cluster-1122.0	0	0	0	0	0	12
Cluster-1123.0	0	0	0	0	0	19
Cluster-1124.0	0	0	0	0	0	15
Cluster-1125.0	0	0	0	0	0	14
Cluster-1126.0	0	0	0	0	0	37
Cluster-1127.0	0	0	0	0	0	30
Cluster-1128.0	0	0	0	0	0	12
Cluster-1129.0	0	0	0	0	0	15
Cluster-1130.0	0	0	0	0	0	17
Cluster-1131.0	0	0	0	0	0	249
Cluster-1132.0	0	0	0	0	0	26
Cluster-1133.0	0	0	0	0	0	29
Cluster-1134.0	0	0	0	0	0	15
Cluster-1135.0	0	0	0	0	0	26
Cluster-1136.0	0	0	0	0	0	22
Cluster-1137.0	0	0	0	0	0	26
Cluster-1138.0	0	0	0	0	0	55
Cluster-1139.0	0	0	0	0	0	24
Cluster-1140.0	0	0	0	0	0	16
Cluster-1141.0	0	0	0	0	0	25
Cluster-1142.0	0	0	0	0	0	23
Cluster-1143.0	0	0	0	0	0	52
Cluster-1143.1	0	0	0	12	0	15
Cluster-1144.0	0	0	0	0	0	35
Cluster-1145.0	0	0	0	0	0	14
Cluster-1146.0	0	0	0	0	0	29
Cluster-1147.0	0	0	0	0	0	11
Cluster-1148.0	0	0	0	0	0	24
Cluster-1149.0	0	0	0	0	0	23
Cluster-1150.0	0	0	0	0	0	14
Cluster-1151.0	0	0	0	0	0	14
Cluster-1152.0	0	0	0	0	0	34
Cluster-1153.0	0	0	0	0	0	15
Cluster-1154.0	0	0	0	0	0	37
Cluster-1155.0	0	0	0	0	0	253
Cluster-1156.0	0	0	0	0	0	12
Cluster-1157.0	0	0	0	0	0	26
Cluster-1158.0	0	0	0	0	0	11
Cluster-1159.0	0	0	0	0	0	42
Cluster-1160.0	0	0	0	0	0	31
Cluster-1161.0	0	0	0	0	0	15
Cluster-1162.0	0	0	0	0	0	23
Cluster-1163.0	0	0	0	0	0	14
Cluster-1164.0	0	0	0	0	0	33
Cluster-1165.0	0	0	0	0	19	35
Cluster-1166.0	0	0	0	0	0	33
Cluster-1167.0	0	0	0	0	0	13
Cluster-1168.0	0	0	0	0	0	11
Cluster-1169.0	0	0	0	0	0	17
Cluster-1170.0	0	0	0	0	0	25
Cluster-1171.0	0	0	0	0	0	22
Cluster-1172.0	0	0	0	0	0	20
Cluster-1173.0	0	0	0	0	0	31
Cluster-1174.0	0	0	0	0	0	30
Cluster-1175.0	0	0	0	0	0	30
Cluster-1176.0	0	0	0	0	0	28
Cluster-1177.0	0	0	0	0	0	20
Cluster-1178.0	1911	993	2262	914	1149	1107
Cluster-1179.0	0	0	0	0	0	11
Cluster-1180.0	0	0	0	0	0	12
Cluster-1181.0	0	0	0	0	0	12
Cluster-1182.0	0	0	0	0	3	12
Cluster-1183.0	0	0	0	0	0	18
Cluster-1184.0	0	0	0	0	0	27
Cluster-1185.0	0	0	0	0	0	29
Cluster-1186.0	0	0	0	0	0	12
Cluster-1187.0	0	0	0	0	0	34
Cluster-1187.1	0	0	0	4	4	10
Cluster-1188.0	0	0	0	0	0	26
Cluster-1189.0	0	0	0	0	0	15
Cluster-1190.0	0	0	0	0	0	34
Cluster-1191.0	0	0	0	0	0	25
Cluster-1192.0	0	0	0	0	0	19
Cluster-1193.0	0	0	0	0	0	13
Cluster-1194.0	0	0	0	0	0	18
Cluster-1195.0	0	0	0	0	0	31
Cluster-1196.0	0	0	0	0	0	26
Cluster-1197.0	0	0	0	0	0	26
Cluster-1198.0	0	0	0	0	0	14
Cluster-1199.0	0	0	0	0	0	20
Cluster-1200.0	0	0	0	0	0	12
Cluster-1201.0	0	0	0	0	0	31
Cluster-1202.0	0	0	0	0	0	27
Cluster-1203.0	0	0	0	0	0	12
Cluster-1204.0	0	0	0	0	0	25
Cluster-1205.0	0	0	0	0	0	36
Cluster-1206.0	0	0	0	0	0	25
Cluster-1207.0	0	0	0	0	0	17
Cluster-1208.0	0	0	0	0	0	25
Cluster-1209.0	0	0	0	0	0	25
Cluster-1210.0	0	0	0	0	0	15
Cluster-1211.0	0	0	0	0	0	17
Cluster-1212.0	0	0	0	0	0	17
Cluster-1213.0	0	0	0	0	0	18
Cluster-1214.0	0	0	0	0	0	27
Cluster-1215.0	0	0	0	0	0	29
Cluster-1216.0	0	0	0	0	0	18
Cluster-1217.0	0	0	0	0	0	11
Cluster-1218.0	0	0	0	0	0	32
Cluster-1219.0	0	0	0	0	0	16
Cluster-1220.0	0	0	0	0	0	27
Cluster-1221.0	0	0	0	0	0	21
Cluster-1222.0	0	0	0	0	0	16
Cluster-1223.0	0	0	0	0	0	44
Cluster-1224.0	0	0	0	0	0	33
Cluster-1225.0	0	0	0	0	0	33
Cluster-1226.0	0	0	0	0	0	17
Cluster-1227.0	0	0	0	0	0	30
Cluster-1228.0	616	340	244	690	797	750
Cluster-1229.0	0	0	0	0	0	41
Cluster-1230.0	0	0	0	0	0	20
Cluster-1231.0	80	229	107	109	155	213
Cluster-1231.1	506	123	115	350	339	235
Cluster-1232.0	0	0	0	0	0	20
Cluster-1233.0	0	0	0	0	0	43
Cluster-1234.0	0	0	0	0	0	28
Cluster-1235.0	0	0	0	0	0	31
Cluster-1236.0	0	0	0	0	0	27
Cluster-1237.0	0	0	0	0	0	28
Cluster-1238.0	0	0	0	0	0	15
Cluster-1239.0	0	0	0	0	0	16
Cluster-1240.0	0	0	0	0	0	15
Cluster-1241.0	0	0	0	0	0	23
Cluster-1242.0	0	0	0	2	4	17
Cluster-1243.0	0	0	0	0	0	11
Cluster-1244.0	0	0	0	0	0	24
Cluster-1245.0	0	0	0	0	0	16
Cluster-1246.0	0	0	0	0	0	23
Cluster-1247.0	0	0	0	0	0	15
Cluster-1248.0	0	0	0	0	0	32
Cluster-1249.0	0	0	0	0	0	27
Cluster-1250.0	0	0	0	0	0	29
Cluster-1251.0	0	0	0	0	0	27
Cluster-1252.0	0	0	0	0	0	30
Cluster-1253.0	0	0	0	0	0	11
Cluster-1254.0	0	0	0	0	0	15
Cluster-1255.0	0	0	0	0	0	17
Cluster-1256.0	0	0	0	0	0	30
Cluster-1257.0	0	0	0	0	0	27
Cluster-1258.0	0	0	0	0	0	16
Cluster-1259.0	0	0	0	0	0	15
Cluster-1260.0	0	0	0	0	0	27
Cluster-1261.0	0	0	0	0	0	32
Cluster-1262.0	0	0	0	0	0	26
Cluster-1263.0	0	0	0	0	0	20
Cluster-1264.0	0	0	0	0	0	14
Cluster-1265.0	0	0	0	0	0	23
Cluster-1266.0	0	0	0	0	0	13
Cluster-1267.0	0	0	0	0	0	13
Cluster-1268.0	0	33	0	0	0	41
Cluster-1269.0	89	82	49	166	217	52
Cluster-1269.1	157	175	284	246	197	240
Cluster-1270.0	0	0	0	0	0	32
Cluster-1271.0	0	0	0	0	0	27
Cluster-1272.0	0	0	0	0	0	20
Cluster-1273.0	0	0	0	0	0	14
Cluster-1274.0	0	0	0	0	0	30
Cluster-1275.0	0	0	0	0	0	19
Cluster-1276.0	0	0	0	0	0	25
Cluster-1277.0	0	0	0	0	0	23
Cluster-1278.0	0	0	0	0	0	37
Cluster-1279.0	0	0	0	0	0	30
Cluster-1280.0	0	0	0	0	0	28
Cluster-1281.0	0	0	0	0	0	15
Cluster-1282.0	0	0	0	0	0	28
Cluster-1283.0	0	0	0	0	0	39
Cluster-1284.0	0	0	0	0	0	40
Cluster-1285.0	0	0	0	0	0	26
Cluster-1286.0	0	0	0	0	0	22
Cluster-1287.0	0	0	0	0	0	33
Cluster-1288.0	0	0	0	0	0	23
Cluster-1289.0	0	0	0	0	0	28
Cluster-1290.0	0	0	0	0	0	17
Cluster-1291.0	0	0	0	0	0	33
Cluster-1292.0	0	0	0	0	0	36
